               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.041271,             0.16708,           0.0052814,             0.73723,             0.73558,             0.77361,             0.56131,            0.045368,             0.22361,            0.010237,           0.0021048,           0.0021048,           0.0021048
                 321,            0.045975,             0.18669,           0.0052294,             0.73262,             0.73575,             0.77455,             0.56467,            0.045321,             0.22331,            0.010377,             0.00208,             0.00208,             0.00208
                 322,            0.042008,             0.15326,           0.0046823,             0.74071,             0.73172,             0.77062,             0.56243,            0.045177,             0.22495,            0.010276,           0.0020553,           0.0020553,           0.0020553
                 323,            0.039747,             0.15278,           0.0049339,              0.7413,             0.72385,             0.76605,             0.55418,            0.046134,             0.22686,            0.010219,           0.0020305,           0.0020305,           0.0020305
                 324,            0.045141,             0.18591,           0.0049431,             0.73796,             0.72947,             0.76828,             0.56447,            0.045353,             0.22445,            0.010058,           0.0020058,           0.0020058,           0.0020058
                 325,            0.042965,             0.17973,           0.0053212,             0.73923,             0.72882,             0.77272,             0.56883,            0.045648,             0.22665,           0.0099936,            0.001981,            0.001981,            0.001981
                 326,            0.045832,             0.18431,           0.0054844,             0.72564,             0.73758,              0.7781,             0.56677,            0.045801,             0.22795,           0.0098988,           0.0019563,           0.0019563,           0.0019563
                 327,            0.044631,             0.17584,           0.0056803,             0.72029,             0.73522,             0.77909,             0.57338,            0.045015,             0.22981,           0.0099643,           0.0019315,           0.0019315,           0.0019315
                 328,            0.044962,             0.19583,            0.005704,             0.71164,             0.73503,             0.77925,             0.56385,            0.045869,             0.23324,            0.010245,           0.0019068,           0.0019068,           0.0019068
                 329,            0.042886,             0.16139,           0.0045718,             0.70132,              0.7433,             0.78183,             0.57691,            0.045347,             0.23068,            0.010217,            0.001882,            0.001882,            0.001882
                 330,            0.046281,             0.18622,            0.005724,             0.70783,               0.737,             0.77889,             0.56565,            0.045788,             0.22944,            0.010451,           0.0018572,           0.0018572,           0.0018572
                 331,            0.045069,             0.18511,           0.0054975,             0.68815,             0.76098,             0.77341,             0.56687,            0.045559,             0.22938,            0.010972,           0.0018325,           0.0018325,           0.0018325
                 332,            0.042335,             0.16427,           0.0055577,             0.68919,             0.75857,             0.76631,             0.56505,            0.045126,             0.22846,            0.011097,           0.0018077,           0.0018077,           0.0018077
                 333,            0.042471,             0.18412,           0.0052568,             0.70019,             0.75588,             0.75913,             0.55946,            0.045023,             0.22869,            0.011117,            0.001783,            0.001783,            0.001783
                 334,            0.041275,              0.1655,           0.0038273,             0.69657,             0.75015,             0.75023,             0.55399,            0.045219,              0.2286,            0.011339,           0.0017582,           0.0017582,           0.0017582
                 335,            0.042501,              0.1625,           0.0055963,              0.6961,               0.749,             0.74469,             0.54842,            0.045155,             0.22729,            0.011313,           0.0017335,           0.0017335,           0.0017335
                 336,            0.043245,             0.17457,           0.0059837,              0.6954,             0.74491,             0.74769,             0.55315,            0.044718,             0.22451,            0.011315,           0.0017087,           0.0017087,           0.0017087
                 337,            0.042042,             0.15051,           0.0050819,             0.69777,             0.74558,             0.74809,             0.54911,             0.04492,               0.226,            0.011291,            0.001684,            0.001684,            0.001684
                 338,            0.045945,             0.18388,           0.0052908,             0.70068,             0.74215,             0.74583,              0.5429,            0.045648,             0.22784,            0.011269,           0.0016592,           0.0016592,           0.0016592
                 339,            0.044649,             0.15939,           0.0054269,             0.69994,             0.74116,             0.74817,             0.55151,            0.045083,             0.22784,            0.011209,           0.0016345,           0.0016345,           0.0016345
                 340,            0.042108,              0.1608,           0.0054972,             0.67111,             0.76352,              0.7462,             0.55189,            0.045016,             0.22848,            0.011194,           0.0016097,           0.0016097,           0.0016097
                 341,            0.045687,             0.17614,           0.0055548,              0.6638,             0.76972,             0.74251,             0.54722,            0.045221,             0.23008,            0.011431,            0.001585,            0.001585,            0.001585
                 342,            0.044955,              0.1916,           0.0061016,             0.68053,             0.75342,             0.73739,             0.53776,            0.046192,             0.23509,            0.011884,           0.0015602,           0.0015602,           0.0015602
                 343,            0.041784,             0.16292,           0.0053076,             0.66901,             0.75657,             0.73523,             0.54606,            0.045291,             0.23517,            0.012105,           0.0015355,           0.0015355,           0.0015355
                 344,            0.040878,             0.14453,            0.004825,             0.66966,             0.75615,             0.73092,             0.54463,            0.045116,             0.23423,            0.012299,           0.0015107,           0.0015107,           0.0015107
                 345,            0.045748,             0.19765,           0.0055404,             0.67662,             0.74109,             0.72439,             0.53653,            0.045292,             0.23567,            0.012642,            0.001486,            0.001486,            0.001486
                 346,            0.043965,             0.17374,           0.0050553,             0.67472,             0.74339,             0.72333,             0.53292,            0.045317,             0.23603,            0.012722,           0.0014612,           0.0014612,           0.0014612
                 347,            0.042129,             0.16969,           0.0048247,             0.67549,             0.73796,             0.73001,               0.541,            0.045217,             0.23608,            0.012563,           0.0014365,           0.0014365,           0.0014365
                 348,            0.042781,             0.16813,           0.0048552,             0.68039,             0.72992,             0.73351,             0.54043,            0.045411,             0.23529,            0.012494,           0.0014117,           0.0014117,           0.0014117
                 349,            0.040623,             0.17099,            0.004906,              0.6857,             0.72643,             0.73678,             0.54526,            0.045275,             0.23519,            0.012272,            0.001387,            0.001387,            0.001387
                 350,            0.041298,             0.17064,           0.0051375,             0.68683,             0.72497,             0.73264,             0.54158,            0.045367,             0.23623,            0.012402,           0.0013622,           0.0013622,           0.0013622
                 351,            0.039598,             0.16904,           0.0048323,             0.68829,             0.73347,             0.73147,              0.5454,            0.045127,             0.23671,             0.01206,           0.0013375,           0.0013375,           0.0013375
                 352,            0.045259,             0.18477,           0.0055228,              0.6755,             0.74806,             0.72719,             0.53556,            0.045351,             0.23897,             0.01195,           0.0013128,           0.0013128,           0.0013128
                 353,            0.044255,             0.16192,           0.0051411,             0.67917,             0.74906,             0.72746,             0.53313,            0.045593,             0.24068,            0.011683,            0.001288,            0.001288,            0.001288
                 354,            0.044595,             0.17591,           0.0054317,             0.68344,             0.74281,             0.72846,             0.53659,            0.045508,             0.24108,            0.011517,           0.0012633,           0.0012633,           0.0012633
                 355,            0.042685,             0.16442,           0.0051122,             0.67543,             0.76095,             0.72569,             0.53868,             0.04506,             0.24056,            0.011348,           0.0012385,           0.0012385,           0.0012385
                 356,            0.043327,             0.15995,           0.0055511,             0.66833,             0.76393,             0.72508,             0.53924,            0.045045,             0.23949,            0.011213,           0.0012138,           0.0012138,           0.0012138
                 357,            0.039564,             0.16213,           0.0049047,              0.6709,             0.76278,             0.72807,             0.54259,            0.044829,             0.23792,            0.011144,            0.001189,            0.001189,            0.001189
                 358,            0.042356,              0.1566,           0.0050852,             0.67259,             0.75935,             0.72864,             0.54147,            0.044979,             0.23714,            0.011158,           0.0011643,           0.0011643,           0.0011643
                 359,            0.042014,             0.14587,           0.0048767,             0.67396,             0.75281,             0.72702,             0.54277,            0.044801,             0.23563,            0.011277,           0.0011395,           0.0011395,           0.0011395
                 360,            0.043402,             0.17119,           0.0055185,             0.68825,             0.73538,             0.72696,             0.53573,            0.045081,             0.23595,            0.011393,           0.0011148,           0.0011148,           0.0011148
                 361,            0.042329,             0.17712,           0.0047359,             0.68782,             0.73239,              0.7266,             0.53395,            0.045498,             0.23612,            0.011594,             0.00109,             0.00109,             0.00109
                 362,            0.044397,             0.17711,           0.0056341,             0.67072,             0.75458,             0.73503,              0.5414,             0.04523,             0.23669,            0.011769,           0.0010653,           0.0010653,           0.0010653
                 363,            0.043046,             0.16663,           0.0050216,             0.67347,             0.74798,             0.74079,             0.55173,            0.044799,             0.23573,            0.012036,           0.0010405,           0.0010405,           0.0010405
                 364,            0.044591,             0.17698,           0.0059737,             0.66681,             0.75803,             0.74441,               0.553,            0.044957,             0.23596,            0.012378,           0.0010158,           0.0010158,           0.0010158
                 365,            0.042832,             0.15532,           0.0054114,              0.6648,             0.75514,             0.74308,             0.54997,            0.045127,             0.23637,            0.012811,            0.000991,            0.000991,            0.000991
                 366,            0.046365,              0.1738,           0.0063762,              0.6704,             0.75346,             0.74188,               0.539,            0.045638,              0.2374,            0.013186,          0.00096625,          0.00096625,          0.00096625
                 367,            0.040838,               0.167,           0.0045676,             0.66475,             0.75565,             0.74109,              0.5495,            0.045097,             0.23654,            0.013363,           0.0009415,           0.0009415,           0.0009415
                 368,            0.045265,             0.17373,           0.0055088,             0.66828,             0.75468,             0.74161,             0.54938,            0.045043,             0.23677,            0.013546,          0.00091675,          0.00091675,          0.00091675
                 369,            0.039283,             0.15076,           0.0050399,              0.6662,             0.75608,             0.74195,             0.55702,            0.044818,             0.23593,            0.013756,            0.000892,            0.000892,            0.000892
                 370,            0.041464,             0.14843,           0.0047508,             0.66886,             0.75016,             0.74232,             0.55616,            0.044805,             0.23512,            0.013747,          0.00086725,          0.00086725,          0.00086725
                 371,            0.044219,                0.18,           0.0049599,             0.66779,             0.75032,             0.74289,             0.55628,            0.044888,              0.2347,            0.013796,           0.0008425,           0.0008425,           0.0008425
                 372,             0.04206,             0.16581,           0.0045461,             0.66984,             0.74238,             0.74274,             0.55572,            0.044954,             0.23541,            0.013632,          0.00081775,          0.00081775,          0.00081775
                 373,            0.039342,             0.15164,           0.0048863,             0.66091,             0.75608,             0.74171,             0.55397,            0.044903,             0.23592,            0.013611,            0.000793,            0.000793,            0.000793
                 374,             0.04007,             0.16097,           0.0046405,             0.67058,             0.73329,             0.73956,             0.55411,            0.044859,             0.23577,            0.013577,          0.00076825,          0.00076825,          0.00076825
                 375,            0.042216,             0.17061,           0.0051932,             0.67179,             0.73618,             0.73654,             0.55068,            0.044942,             0.23662,            0.013588,           0.0007435,           0.0007435,           0.0007435
                 376,            0.043354,             0.18121,           0.0050967,             0.66825,             0.73778,             0.73199,             0.54234,            0.045241,             0.23799,            0.013682,          0.00071875,          0.00071875,          0.00071875
                 377,            0.042305,             0.18553,            0.005037,             0.67317,              0.7321,             0.73064,             0.54168,            0.045483,             0.23991,            0.013572,            0.000694,            0.000694,            0.000694
                 378,            0.043092,             0.17293,           0.0053181,              0.6644,             0.74527,             0.72843,             0.53503,             0.04574,             0.24202,            0.013691,          0.00066925,          0.00066925,          0.00066925
                 379,             0.04204,             0.16358,           0.0050436,             0.66316,             0.74553,             0.72785,             0.54036,            0.045453,             0.24289,            0.013903,           0.0006445,           0.0006445,           0.0006445
                 380,            0.044209,             0.16954,           0.0049206,             0.66466,             0.74259,             0.72647,             0.54042,            0.045309,             0.24313,            0.014035,          0.00061975,          0.00061975,          0.00061975
                 381,            0.042806,             0.15982,            0.005313,             0.66409,             0.74137,             0.72616,              0.5401,            0.045318,             0.24315,            0.014226,            0.000595,            0.000595,            0.000595
                 382,            0.042391,             0.17473,           0.0050533,             0.66476,             0.74335,             0.72708,             0.54453,            0.045151,             0.24227,            0.014328,          0.00057025,          0.00057025,          0.00057025
                 383,            0.040552,             0.15083,            0.005378,             0.66517,             0.74268,             0.72787,             0.54791,            0.045114,             0.24177,            0.014407,           0.0005455,           0.0005455,           0.0005455
                 384,            0.039931,             0.15672,           0.0045029,             0.66211,              0.7473,              0.7291,             0.54934,            0.044952,             0.24058,            0.014505,          0.00052075,          0.00052075,          0.00052075
                 385,            0.045016,             0.18042,           0.0051891,             0.66046,             0.74816,             0.73033,             0.55064,            0.045035,             0.24024,            0.014525,            0.000496,            0.000496,            0.000496
                 386,            0.040931,             0.15362,           0.0051772,             0.66031,             0.74808,             0.73047,             0.54729,              0.0452,             0.23964,            0.014711,          0.00047125,          0.00047125,          0.00047125
                 387,            0.043414,             0.14768,           0.0046975,             0.65641,             0.74925,              0.7311,              0.5465,             0.04532,             0.23927,            0.014882,           0.0004465,           0.0004465,           0.0004465
                 388,            0.041058,             0.17657,           0.0047677,             0.65786,             0.74923,             0.73202,             0.54701,            0.045313,             0.23883,            0.014983,          0.00042175,          0.00042175,          0.00042175
                 389,            0.043859,             0.17858,           0.0055192,             0.65771,             0.75036,             0.73284,             0.54393,            0.045524,             0.23868,            0.015047,            0.000397,            0.000397,            0.000397
                 390,             0.04078,             0.18541,           0.0049478,              0.6587,             0.74808,             0.73326,             0.54476,            0.045345,             0.23844,            0.015007,          0.00037225,          0.00037225,          0.00037225
                 391,            0.042417,             0.15596,           0.0056535,              0.6659,             0.73798,              0.7347,             0.54722,            0.045286,             0.23838,            0.015007,           0.0003475,           0.0003475,           0.0003475
                 392,            0.037523,             0.14762,           0.0039347,             0.66863,             0.73438,             0.73595,             0.54979,            0.045078,             0.23775,            0.014894,          0.00032275,          0.00032275,          0.00032275
                 393,            0.044476,             0.18064,           0.0056253,             0.66977,             0.73475,             0.73646,             0.55027,            0.045049,             0.23779,            0.014858,            0.000298,            0.000298,            0.000298
                 394,            0.040708,             0.15108,           0.0053894,             0.67365,              0.7264,             0.73746,             0.55191,             0.04501,             0.23764,            0.014877,          0.00027325,          0.00027325,          0.00027325
                 395,            0.041535,             0.17036,           0.0056432,             0.67438,             0.72692,              0.7373,             0.55214,            0.045019,             0.23766,            0.014876,           0.0002485,           0.0002485,           0.0002485
                 396,            0.040623,             0.16672,           0.0047272,             0.67537,              0.7269,             0.73737,             0.55229,            0.045023,             0.23755,            0.014825,          0.00022375,          0.00022375,          0.00022375
                 397,            0.043735,             0.16408,           0.0053709,             0.67586,             0.72742,             0.73747,             0.55279,            0.045044,             0.23777,            0.014788,            0.000199,            0.000199,            0.000199
                 398,             0.04249,              0.1831,           0.0050798,              0.6755,             0.72596,             0.73674,              0.5512,            0.045097,             0.23797,            0.014826,          0.00017425,          0.00017425,          0.00017425
                 399,            0.041861,             0.18642,           0.0050602,             0.67465,             0.72601,              0.7358,             0.55027,            0.045125,             0.23821,            0.014944,           0.0001495,           0.0001495,           0.0001495
